time,tr_Post_Register,page,tr_Redirect_To_Same_Conversation,tr_Post_New_Post,tr_Post_New_Conversation,tr_Get_New_Book,tr_Get_Register,tr_Get_Logout,tr_Get_Conversations,tr_Redirect_To_New_Book,tr_Redirect_Root,tr_Get_New_Post,tr_Get_Login,tr_Redirect_To_New_Conversation,tr_Get_Root,tr_Post_New_Comment_On_Comment,tr_Get_New_Conversation,tr_Initial_Get_Root,tr_Post_Login,tr_Post_New_Comment_On_Post,tr_Redirect_To_New_Post,tr_Get_Book,tr_Redirect_To_Post,tr_Get_Post,tr_Post_New_Book,tr_Reply_To_Conversation 
120,147.184,333.299,98.999,96.566,333.601,23.025,14.173,15.857,33.599,194.423,91.569,102.466,41.202,143.489,47.92,39.596,85.985,90.743,306.903,68.805,95.75,67.988,170.159,126.059,29.725,145.092 
130,147.184,333.299,98.999,96.566,333.601,25.203,14.173,37.298,73.423,194.423,91.569,102.466,41.202,143.489,47.92,39.596,85.985,90.743,306.903,68.805,95.75,67.988,170.159,204.571,29.725,145.092 
140,147.184,333.299,98.999,96.566,333.601,36.756,14.173,37.298,73.423,194.423,91.569,102.466,41.202,143.489,47.92,39.596,85.985,90.743,306.903,68.805,171.545,67.988,170.159,204.571,64.744,145.092 
150,147.184,333.299,98.999,96.566,333.601,36.756,14.173,37.298,73.423,194.423,91.569,102.466,41.202,143.489,47.92,39.596,109.568,90.743,306.903,68.805,171.545,67.988,170.159,204.571,64.744,145.092 
160,147.184,333.299,139.01,96.566,333.601,36.756,14.173,37.298,73.423,194.423,91.569,102.466,41.202,143.489,47.92,39.596,109.568,90.743,306.903,68.805,171.545,67.988,170.159,204.571,64.744,145.092 
170,147.184,333.299,139.01,96.566,333.601,36.756,14.173,37.298,73.423,194.423,91.569,102.466,41.202,143.489,47.92,39.596,109.568,90.743,306.903,68.805,171.545,67.988,170.159,204.571,64.744,145.092 
180,147.184,333.299,139.01,96.566,333.601,36.756,14.173,37.298,73.423,194.423,91.569,102.466,41.202,143.489,47.92,39.596,109.568,90.743,306.903,68.805,171.545,67.988,170.159,204.571,64.744,145.092 
190,147.184,333.299,139.01,132.325,333.601,36.756,14.173,37.298,73.903,194.423,144.883,102.466,123.059,143.489,47.92,139.453,114.945,136.893,306.903,68.805,171.545,208.386,317.756,219.448,64.744,145.092 
200,183.572,333.299,139.01,132.325,333.601,36.756,14.173,76.718,73.903,194.423,144.883,102.466,123.059,143.489,47.92,139.453,152.213,136.893,306.903,68.805,171.545,208.386,317.756,219.448,64.744,145.092 
210,183.572,333.299,139.01,132.325,333.601,36.756,14.173,76.718,73.903,194.423,144.883,102.466,123.059,143.489,47.92,139.453,152.213,136.893,306.903,68.805,171.545,208.386,317.756,219.448,64.744,145.092 
220,183.572,333.299,139.01,132.325,333.601,36.756,14.173,76.718,73.903,194.423,144.883,102.466,123.059,143.489,47.92,139.453,152.213,136.893,306.903,68.805,171.545,208.386,317.756,219.448,64.744,145.092 
230,256.097,333.299,139.01,133.498,333.601,40.58,20.87,130.428,73.903,194.423,199.308,140.569,123.059,143.489,137.119,139.453,152.213,204.198,306.903,166.602,171.545,208.386,317.756,223.432,64.744,145.092 
240,256.097,333.299,139.01,135.705,333.601,147.051,22.464,136.729,73.903,194.423,199.308,140.569,123.059,143.489,137.119,139.453,152.213,204.198,306.903,166.602,171.545,208.386,317.756,223.432,64.744,145.092 
250,256.097,333.299,139.01,135.705,333.601,147.051,22.464,136.729,73.903,194.423,199.308,140.569,123.059,143.489,137.119,139.453,152.213,204.198,306.903,166.602,171.545,208.386,317.756,223.432,64.744,145.092 
260,256.097,333.299,139.01,135.705,333.601,147.051,22.464,136.729,73.903,194.423,199.308,140.569,123.059,143.489,137.119,139.453,152.213,204.198,306.903,166.602,171.545,208.386,317.756,223.432,64.744,145.092 
270,256.097,333.299,139.01,135.705,333.601,147.051,22.464,136.729,73.903,194.423,199.308,140.569,123.059,143.489,137.119,139.453,152.213,204.198,306.903,166.602,171.545,208.386,317.756,223.432,64.744,145.092 
280,257.951,339.561,139.01,136.104,333.601,147.051,22.464,136.729,132.851,194.423,201.601,180.147,126.705,143.489,140.824,139.453,206.041,258.395,306.903,166.602,171.545,208.386,317.756,256.687,64.744,309.126 
290,260.588,532.703,151.328,175.373,333.601,223.456,137.929,145.233,154.997,194.423,371.25,180.147,151.667,161.599,144.261,167.803,379.281,326.389,532.776,207.991,202.541,402.835,442.477,354.205,142.398,309.126 
300,260.588,532.703,175.404,175.373,333.601,223.456,137.929,145.233,154.997,344.139,371.25,180.147,151.667,212.662,144.261,216.05,379.281,326.389,532.776,207.991,202.541,402.835,442.477,354.205,142.398,309.126 
310,260.588,532.703,175.404,175.373,333.601,223.456,137.929,145.233,154.997,344.139,371.25,180.147,151.667,212.662,144.261,216.05,379.281,326.389,532.776,207.991,202.541,402.835,442.477,354.205,142.398,309.126 
320,260.588,532.703,175.404,175.373,333.601,223.456,137.929,145.233,154.997,344.139,371.25,180.147,151.667,212.662,144.261,216.05,379.281,326.389,532.776,207.991,202.541,402.835,442.477,354.205,142.398,309.126 
330,260.588,532.703,175.404,175.373,333.601,223.456,137.929,145.233,154.997,344.139,371.25,180.147,151.667,212.662,144.261,216.05,379.281,326.389,532.776,207.991,202.541,402.835,442.477,354.205,142.398,309.126 
340,260.588,532.703,175.404,175.373,333.601,223.456,137.929,145.233,154.997,344.139,371.25,180.147,151.667,212.662,144.261,216.05,379.281,326.389,532.776,207.991,202.541,402.835,442.477,354.205,142.398,309.126 
350,260.588,532.703,175.404,175.373,333.601,223.456,137.929,145.233,154.997,344.139,371.25,180.147,151.667,212.662,144.261,216.05,379.281,326.389,532.776,207.991,202.541,402.835,442.477,354.205,142.398,309.126 
360,450.706,1187.4,372.872,277.314,333.601,402.247,143.067,200.028,275.179,359.668,726.109,305.103,188.513,299.236,280.514,314.492,379.281,469.702,991.295,367.52,299.586,732.303,1192.958,813.496,269.719,707.542 
370,537.306,1472.218,396.553,462.78,881.556,402.247,165.135,337.538,315.57,829.687,926.995,480.516,334.295,505.682,378.238,591.022,538.665,469.702,991.295,484.675,403.96,922.302,1472.282,1220.374,483.278,953.638 
380,537.306,1472.218,396.553,462.78,881.556,402.247,165.135,337.538,315.57,829.687,926.995,480.516,334.295,505.682,378.238,591.022,538.665,469.702,991.295,484.675,403.96,922.302,1472.282,1220.374,483.278,953.638 
390,537.306,1472.218,396.553,462.78,881.556,402.247,165.135,337.538,315.57,829.687,926.995,480.516,334.295,505.682,378.238,591.022,538.665,469.702,991.295,484.675,403.96,922.302,1472.282,1220.374,483.278,953.638 
400,537.306,1472.218,396.553,462.78,881.556,402.247,165.135,337.538,315.57,829.687,926.995,480.516,334.295,505.682,378.238,591.022,538.665,469.702,991.295,484.675,403.96,922.302,1472.282,1220.374,483.278,953.638 
410,537.306,1472.218,396.553,462.78,881.556,402.247,165.135,337.538,315.57,829.687,926.995,480.516,334.295,505.682,378.238,591.022,538.665,469.702,991.295,484.675,403.96,922.302,1472.282,1220.374,483.278,953.638 
420,537.306,1472.218,396.553,462.78,881.556,402.247,165.135,337.538,315.57,829.687,926.995,480.516,334.295,505.682,378.238,591.022,538.665,469.702,991.295,484.675,403.96,922.302,1472.282,1220.374,483.278,953.638 
430,654.352,1472.218,396.553,462.78,881.556,543.54,343.813,337.538,346.783,829.687,926.995,507.29,545.36,505.682,869.658,1000.157,538.665,728.934,991.295,485.36,488.497,1034.209,1472.282,1220.374,483.278,953.638 
440,3756.941,8769.327,5177.847,3961.02,7571.458,2208.728,1979.242,2924.415,4011.379,5509.728,5490.141,2865.938,2927.536,4042.034,4069.324,4738.894,3277.748,4796.431,4298.54,4224.633,3607.168,6305.123,8652.199,8775.699,2989.02,6451.172 
450,3756.941,9877.759,5177.847,4668.907,7571.458,2214.016,2303.02,3112.142,4011.379,6531.89,6221.622,2865.938,3997.737,5078.977,4069.324,4738.894,3277.748,4796.431,4298.54,4468.028,6418.448,7599.223,9877.859,9655.696,3222.598,6451.172 
460,3756.941,9877.759,5177.847,4668.907,7571.458,2214.016,2303.02,3112.142,4011.379,6531.89,6221.622,2865.938,3997.737,5078.977,4069.324,4738.894,3277.748,4796.431,4298.54,4468.028,6418.448,7599.223,9877.859,9655.696,3222.598,6451.172 
470,3756.941,9877.759,5177.847,4668.907,7571.458,2214.016,2303.02,3112.142,4011.379,6531.89,6221.622,2865.938,3997.737,5078.977,4069.324,4738.894,3277.748,4796.431,4298.54,4468.028,6418.448,7599.223,9877.859,9655.696,3222.598,6451.172 
480,3756.941,9877.759,5177.847,4668.907,7571.458,2214.016,2303.02,3112.142,4011.379,6531.89,6221.622,2865.938,3997.737,5078.977,4069.324,4738.894,3277.748,4796.431,4298.54,4468.028,6418.448,7599.223,9877.859,9655.696,3222.598,6451.172 
490,3756.941,9877.759,5177.847,4668.907,7571.458,2214.016,2303.02,3112.142,4011.379,6531.89,6221.622,2865.938,3997.737,5078.977,4069.324,4738.894,3277.748,4796.431,4298.54,4468.028,6418.448,7599.223,9877.859,9655.696,3222.598,6451.172 
497,3756.941,9877.759,5177.847,4668.907,7571.458,2214.016,2303.02,3112.142,4011.379,6531.89,6221.622,2865.938,3997.737,5078.977,4069.324,4738.894,3277.748,4796.431,4298.54,4468.028,6418.448,7599.223,9877.859,9655.696,3222.598,6451.172 
