time,tr_Post_Register,page,tr_Redirect_To_Same_Conversation,tr_Post_New_Post,tr_Post_New_Conversation,tr_Get_New_Book,tr_Get_Register,tr_Get_Logout,tr_Get_Conversations,tr_Redirect_To_New_Book,tr_Redirect_Root,tr_Get_New_Post,tr_Get_Login,tr_Redirect_To_New_Conversation,tr_Get_Root,tr_Post_New_Comment_On_Comment,tr_Get_New_Conversation,tr_Initial_Get_Root,tr_Post_Login,tr_Post_New_Comment_On_Post,tr_Redirect_To_New_Post,tr_Get_Book,tr_Redirect_To_Post,tr_Get_Post,tr_Post_New_Book,tr_Reply_To_Conversation 
200,127.241,5.128,27.812,13.5,27.725,7.771,5.56,9.707,9.788,30.282,19.33,12.357,5.31,27.101,15.975,16.155,63.0,15.877,115.955,15.248,14.952,28.679,68.585,74.845,12.125,43.412 
210,127.241,5.128,27.812,13.5,27.725,7.771,5.56,9.707,9.788,30.282,19.33,12.357,5.31,27.101,15.975,16.155,63.0,15.877,115.955,15.248,14.952,28.679,68.585,74.845,12.125,41.856 
220,127.241,5.128,27.812,13.5,27.725,7.771,5.56,9.707,9.788,30.282,19.33,12.357,5.31,27.101,15.975,16.155,63.0,15.877,115.955,15.248,14.952,28.679,68.585,74.845,12.125,41.856 
230,127.241,5.021,27.812,13.5,27.725,7.771,5.525,9.637,9.788,29.263,19.33,12.357,5.106,27.101,15.481,15.647,63.0,15.348,115.955,15.248,14.432,27.259,68.585,74.845,11.893,41.856 
240,127.241,5.021,26.746,13.5,27.725,7.771,5.525,9.071,9.788,29.263,19.33,12.357,5.106,25.264,15.481,14.689,63.0,15.348,115.955,15.248,13.941,27.259,68.585,74.845,11.893,41.856 
250,127.241,5.021,26.746,13.5,27.725,7.771,5.525,9.071,9.788,29.117,19.33,12.357,5.106,25.264,15.481,14.689,63.0,15.348,115.955,15.248,13.941,27.259,68.585,74.845,11.893,41.856 
260,127.241,5.021,26.746,13.5,27.725,7.771,5.525,9.071,9.788,29.117,19.33,12.357,5.106,25.264,15.481,14.689,63.0,15.348,115.955,15.248,13.941,27.259,68.585,74.845,11.893,41.856 
270,127.241,5.021,26.746,13.5,27.725,7.771,5.525,9.071,9.788,29.117,19.33,12.357,5.106,25.264,15.481,14.689,63.0,15.348,115.955,15.248,13.941,27.259,68.585,74.845,11.893,41.856 
280,127.241,4.684,26.746,13.5,27.725,7.771,4.882,9.071,9.788,29.117,17.548,12.357,4.816,25.264,15.481,14.689,63.0,15.348,115.955,15.076,13.941,27.259,68.585,74.845,11.893,41.856 
290,127.241,4.684,26.746,13.5,27.013,7.771,4.882,9.071,9.701,29.117,17.548,12.357,4.816,25.264,15.481,14.689,63.0,15.348,115.955,15.076,13.941,27.259,68.585,74.845,11.813,41.856 
300,127.241,4.684,26.378,13.5,27.013,7.771,4.882,9.071,9.701,28.838,17.548,12.357,4.816,24.269,15.481,14.689,63.0,15.348,115.955,15.076,13.941,27.259,68.585,74.845,11.813,40.415 
310,127.241,4.684,26.378,13.5,27.013,7.771,4.882,9.071,9.701,28.838,17.548,12.357,4.816,24.269,15.481,14.689,63.0,15.348,115.955,15.076,13.902,27.259,68.585,74.845,11.813,40.415 
320,127.241,4.684,26.378,13.5,27.013,7.771,4.882,9.071,9.701,28.838,17.548,12.357,4.816,24.269,15.481,14.689,63.0,15.348,115.955,15.076,13.902,27.259,68.585,74.845,11.813,40.415 
330,127.241,4.684,26.378,13.5,27.013,7.771,4.882,9.071,9.701,28.838,17.548,12.357,4.816,24.269,15.481,14.689,63.0,15.348,115.955,15.076,13.902,27.259,68.585,74.845,11.813,40.415 
340,127.241,4.684,26.378,13.5,27.013,7.771,4.882,9.071,9.701,28.838,17.548,12.357,4.816,24.269,15.481,14.689,63.0,15.348,115.955,15.076,13.902,27.259,68.585,74.845,11.813,40.415 
350,127.241,4.684,26.378,13.5,27.013,7.771,4.882,9.071,9.701,28.838,17.548,12.357,4.816,24.269,15.481,14.689,63.0,15.348,115.955,15.076,13.902,27.259,68.585,74.845,11.813,40.415 
360,127.241,4.52,26.378,13.5,27.013,7.771,4.882,9.071,9.701,28.838,17.548,12.357,4.591,24.269,15.481,14.689,63.0,14.783,115.955,15.076,13.902,27.259,68.585,74.845,11.813,40.415 
370,127.241,4.52,26.378,13.5,27.013,7.771,4.882,9.071,9.559,28.838,17.548,12.357,4.591,24.269,15.481,14.689,63.0,14.783,115.955,14.764,13.902,27.259,68.585,74.845,11.813,40.415 
380,127.241,4.52,26.378,13.5,27.013,7.771,4.882,9.071,9.559,28.54,17.548,12.357,4.591,24.269,15.481,14.22,63.0,14.783,115.955,14.764,13.902,27.259,68.585,74.845,11.782,40.415 
390,127.241,4.52,26.378,13.5,27.013,7.771,4.882,9.071,9.559,28.54,17.548,12.357,4.591,24.269,15.481,14.22,63.0,14.783,115.955,14.764,13.902,27.259,68.585,74.845,11.782,40.415 
400,127.241,4.52,26.378,13.5,27.013,7.771,4.882,9.071,9.559,28.54,17.548,12.357,4.591,24.269,15.481,14.22,63.0,14.783,115.955,14.764,13.902,27.259,68.585,74.845,11.782,40.415 
410,127.241,4.52,26.378,13.5,27.013,7.771,4.882,9.071,9.559,28.54,17.548,12.357,4.591,24.269,15.481,14.22,63.0,14.783,115.955,14.764,13.902,27.259,68.585,74.845,11.782,40.415 
420,127.241,4.52,26.378,13.5,27.013,7.771,4.882,9.071,9.559,28.54,17.548,12.357,4.591,24.269,15.481,14.22,63.0,14.783,115.955,14.764,13.902,27.259,68.585,74.845,11.782,40.415 
430,127.241,4.52,26.378,13.5,27.013,7.771,4.882,9.071,9.559,28.54,17.548,12.357,4.591,24.269,15.481,14.22,63.0,14.783,115.955,14.764,13.902,27.259,68.585,74.845,11.782,40.415 
440,0.856,0.402,26.378,0.82,0.883,0.837,0.882,0.832,0.784,0.824,0.782,0.805,0.798,0.961,1.815,0.773,0.82,1.809,0.514,0.804,0.842,0.8,0.89,0.898,0.869,1.69 
450,0.856,0.402,0.814,0.82,0.882,0.837,0.882,0.805,0.784,0.824,0.773,0.805,0.798,0.961,1.815,0.773,0.82,1.809,0.514,0.804,0.842,0.8,0.89,0.898,0.869,0.921 
460,0.856,0.402,0.814,0.82,0.882,0.837,0.882,0.805,0.784,0.824,0.773,0.805,0.798,0.961,1.815,0.773,0.82,1.809,0.514,0.804,0.842,0.8,0.89,0.898,0.869,0.921 
470,0.856,0.402,0.814,0.82,0.882,0.837,0.882,0.805,0.784,0.824,0.773,0.805,0.798,0.961,1.815,0.773,0.82,1.809,0.514,0.804,0.842,0.8,0.89,0.898,0.869,0.921 
480,0.856,0.402,0.814,0.82,0.882,0.837,0.882,0.805,0.784,0.824,0.773,0.805,0.798,0.961,1.815,0.773,0.82,1.809,0.514,0.804,0.842,0.8,0.89,0.898,0.869,0.921 
490,0.856,0.402,0.814,0.82,0.882,0.837,0.882,0.805,0.784,0.824,0.773,0.805,0.798,0.961,1.815,0.773,0.82,1.809,0.514,0.804,0.842,0.8,0.89,0.898,0.869,0.921 
497,0.856,0.402,0.814,0.82,0.882,0.837,0.882,0.805,0.784,0.824,0.773,0.805,0.798,0.961,1.815,0.773,0.82,1.809,0.514,0.804,0.842,0.8,0.89,0.898,0.869,0.921 
