time,tr_Post_Register,page,tr_Redirect_To_Same_Conversation,tr_Post_New_Post,tr_Post_New_Conversation,tr_Get_New_Book,tr_Get_Register,tr_Get_Logout,tr_Get_Conversations,tr_Redirect_To_New_Book,tr_Redirect_Root,tr_Get_New_Post,tr_Get_Login,tr_Redirect_To_New_Conversation,tr_Get_Root,tr_Post_New_Comment_On_Comment,tr_Get_New_Conversation,tr_Initial_Get_Root,tr_Post_Login,tr_Post_New_Comment_On_Post,tr_Redirect_To_New_Post,tr_Get_Book,tr_Redirect_To_Post,tr_Get_Post,tr_Post_New_Book,tr_Reply_To_Conversation 
110,0,58.34919230769231,56.269666666666666,0,43.443,10.875,0,0,15.06,40.688,26.64025,0,7.207,69.64966666666668,0,21.312,81.017,0,118.84100000000001,0,20.02525,0,0,0,16.191000000000003,60.76733333333333 
120,131.895,31.640767857142865,39.179,0,0,11.458,10.4405,0,13.283,41.84,25.2095,0,8.368928571428567,0,20.68783333333333,0,0,21.387718750000005,121.56971428571431,20.0,0,0,84.608,82.366,0,57.06 
130,132.51611111111112,44.906321243523294,80.712,19.250785714285715,50.23114285714286,11.17625,8.9513,16.67866666666667,20.213624999999997,34.9698888888889,24.16744262295082,14.396785714285715,7.5916615384615405,50.263,20.088687500000002,20.877136363636364,76.53787499999999,19.833411764705893,124.84589516129031,18.761756756756757,19.32275,35.25457142857143,85.10979999999998,92.24040540540541,15.057461538461537,78.71000000000001 
140,133.1154,44.04593188405805,56.657111111111114,17.42211627906977,47.86933333333333,12.01075,9.000250000000001,12.113285714285713,15.394214285714284,36.653125,25.14242857142857,16.92927906976744,7.360134615384616,63.58385714285714,25.112,19.991633333333326,73.62545454545456,20.677157894736844,124.48699999999997,19.21229629629629,22.961216216216215,34.89435294117648,80.92795161290323,86.2522962962963,18.914217391304348,52.88766666666667 
150,128.363,42.4225167464115,45.949799999999996,17.8184375,36.213,11.04575,0,11.896999999999998,12.259,42.08656249999999,28.19352941176471,18.068437499999995,7.659750000000001,38.31627272727274,0,21.565375,83.14939999999999,0,119.68671428571429,20.85875,19.168952380952376,37.767538461538464,82.07218518518522,79.572,15.67077777777778,59.42327272727273 
160,0,52.59158620689655,119.895,16.798000000000002,0,0,0,12.345,0,39.668000000000006,31.7065,16.976,7.611,34.5695,0,19.806,0,0,118.5625,0,23.626333333333328,0,91.65225000000001,0,0,55.529 
170,0,92.194,36.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.979 
180,131.5115,34.542867724867726,0,0,0,0,8.26325,0,0,39.622,23.40688888888889,0,8.049968750000001,0,19.794,0,0,20.667484848484847,126.61513793103451,17.762999999999998,0,0,0,89.20766666666667,0,0 
190,135.22926315789474,43.84757680444167,30.548666666666666,20.993567567567563,41.5255,10.680499999999999,8.19724,12.337899999999998,14.939333333333336,44.94366666666667,24.610212355212354,17.71174358974359,7.792327645051195,36.895799999999994,18.95589743589744,22.014027777777773,79.51691666666666,20.543574358974347,128.16733716475105,19.40942424242424,17.171571428571426,37.762491803278685,91.04565333333335,88.13410606060604,14.527035714285715,50.785333333333334 
200,137.5662,42.756838245373544,35.433388888888885,17.797010416666662,34.44945161290322,10.725936170212762,7.888538461538463,16.09825,13.132923076923078,34.578731707317075,23.622763485477165,18.633757894736846,7.232804347826084,35.69352173913044,17.587666666666667,19.547515625000006,77.25790909090908,19.557322580645156,127.57105921052622,19.770653061224486,17.721241379310335,36.142231707317066,83.0734262295082,87.84906122448979,15.59020930232558,51.504777777777775 
210,132.841,42.81677608142494,34.69017391304349,18.11309090909091,41.765000000000015,10.766545454545456,0,13.605666666666666,16.304,38.04390909090909,25.150024390243903,18.621,7.018117647058824,31.57705555555556,0,19.563958333333336,74.07360000000001,0,122.88574999999999,18.928285714285714,18.954749999999994,37.59184615384615,83.11857142857141,84.97414285714285,15.237347826086959,51.49726086956521 
220,134.028,35.66433928571435,35.69533333333333,19.912,0,0,7.842,0,12.178,37.525200000000005,23.992919999999998,20.272,7.595068965517242,34.398,19.26794736842105,29.326,95.1865,20.2350564516129,127.12336206896553,19.456,20.286428571428576,34.08,77.1722,81.683,0,57.47550000000001 
230,138.75725925925923,46.1034050963737,37.8775,20.06691025641025,37.54861538461538,10.82612068965517,8.285203703703703,15.554037037037041,14.369115384615384,32.34133333333333,25.411105788423143,23.18420512820512,7.42100181818182,29.973499999999998,22.23818181818181,21.830371794871798,86.02395000000001,21.68006232294618,129.27061663286005,23.743746376811597,20.443175000000007,38.484130841121484,96.88550666666667,90.94810869565217,15.57642857142857,45.93 
240,136.42148148148146,45.28624416517054,35.044838709677414,18.068291925465857,44.63211627906978,12.46214285714286,8.853684210526316,14.04240816326531,12.965808510638295,33.86179746835446,26.26983991228073,22.902335403726706,7.581980000000003,32.144051282051294,21.942625,20.95476978417267,84.13859090909092,24.487921874999998,128.84135234899338,19.94922413793102,18.398052631578942,36.80054421768705,89.41053113553116,89.95631034482757,14.92969662921349,49.39609677419353 
250,136.843,41.49936888888889,34.58217647058825,16.786850000000005,42.33343478260868,9.856,7.184,11.749714285714287,16.205,35.019881355932206,27.023328358208953,24.610225,7.0023333333333335,31.349806451612903,0,18.97683720930233,84.49207142857142,0,124.75174193548389,19.083833333333335,17.46798888888889,34.99742857142858,84.04737362637366,85.76433333333334,14.95486842105263,48.702352941176464 
260,0,46.13967676767676,40.33145454545454,17.0085,45.96099999999999,11.414333333333333,0,12.1065,14.58,39.23949999999999,27.426142857142857,23.94875,8.45,34.403,0,21.329,73.36500000000001,0,119.46266666666666,19.824,19.8803,0,77.34744444444443,82.962,15.699666666666666,53.62954545454545 
270,0,63.440875000000005,35.6015,0,0,0,0,0,0,40.96,0,0,0,38.193,0,0,0,0,0,0,0,0,0,0,30.002,54.8355 
280,140.07099999999997,44.60830931586616,30.489,21.958391304347828,31.537999999999997,10.587448275862071,7.963377049180333,10.306666666666667,19.3728,32.3346,27.528483146067405,31.123260869565215,7.945854354354357,34.24366666666666,25.037136363636364,18.294358974358975,121.46199999999999,23.231621621621613,128.8768961864409,21.251595959595967,15.751000000000001,36.80634426229508,96.75537647058829,95.17187878787877,15.271437500000001,309.126 
290,144.11485840707957,55.60311956674657,42.791518518518515,24.818947598253274,46.85826666666669,14.764092783505166,9.329735294117643,20.37247945205479,19.219406779661014,43.339965517241396,34.95199917423616,34.16432314410479,8.931699380165309,46.58034146341463,23.771462365591393,26.41624279835392,110.45826666666666,27.658739463601517,135.2390384615386,30.061568750000003,25.990075,56.32753386454184,117.19381836734689,115.01754062500008,20.67150641025642,67.4285925925926 
300,145.65506666666667,48.33609223167725,37.82501052631581,19.823106194690244,40.709485714285734,11.3534140625,8.244833333333332,12.562076923076914,14.917709677419353,40.42339898989898,29.096150980392164,36.08554867256642,7.470119402985078,34.57508737864077,0,22.13348917748919,101.99125000000002,0,130.47209543568454,23.5392786885246,17.95264634146339,39.384445652173895,97.91238738738735,105.87682786885249,15.66422289156627,54.6572736842105 
310,0,44.962780201342284,33.876602941176465,16.563032258064514,42.291,9.819222222222223,0,11.33925,10.836,35.56513559322035,24.3490652173913,30.308870967741935,7.539952380952381,32.0978367346939,0,18.701,91.0690909090909,0,128.6619375,19.7478,17.630913978494647,33.4116,80.64875384615385,84.52899999999998,15.516000000000004,48.44391176470588 
320,0,57.78596363636364,37.74181818181819,17.325,0,0,0,0,0,39.70411111111111,24.25075,36.903000000000006,0,37.063857142857145,0,18.679499999999997,0,0,118.9835,0,19.11811111111111,0,79.601375,0,17.202,56.032272727272726 
330,0,50.8035,34.982,0,0,0,0,0,0,41.604,0,0,0,0,0,0,0,0,0,0,30.689,0,0,0,0,54.995 
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
350,136.16515384615383,33.06375725190837,0,0,0,26.46,8.096684210526318,0,20.889,0,29.688527027027046,0,8.111755056179774,0,19.02602631578947,0,0,20.51961220043574,131.75821387283256,34.23512500000001,0,44.78483333333333,88.86966666666666,88.84053846153849,0,0 
360,160.14993301435393,68.78074399399404,97.00725000000004,45.16340963855422,85.01459999999996,20.900000000000023,10.68751028806585,22.29834065934064,30.592098484848485,97.76041666666669,50.794680829539644,59.639690196078455,11.443574922187642,95.76527272727272,40.55389075630258,45.31651046025106,155.433,37.4597543275633,141.74554838709642,49.25870850202429,42.63477678571427,79.2278735955056,181.08065668662692,170.42686761710786,33.303441860465114,161.2536666666667 
370,171.5846423841062,91.92379790634503,81.21194696969701,48.576603475513494,107.85941904761921,21.828184834123217,15.465373737373739,30.356198156682055,32.34014999999997,83.76537535816627,70.0398338178293,72.51963955342912,16.38288448844882,67.46804516129036,65.89520408163267,47.62601627218939,158.05669230769243,75.77410469314079,149.66563847305423,57.189802841918365,44.19275327102806,92.96039151712878,194.05927286942955,211.55970640569396,37.28724713958806,114.20583458646618 
380,153.0917142857143,48.61517801214444,34.40998089171976,20.87069711538463,41.32531868131871,10.518325301204817,0,11.604573529411757,17.468821428571427,38.759731034482776,31.408981707317082,54.20015789473689,7.007536082474226,33.130379310344836,0,20.915562841530043,109.62820338983049,0,128.6457037037037,22.23747727272728,19.006204134366914,37.54135537190081,92.84891504854377,108.06804651162791,16.964253623188394,54.133878205128205 
390,0,50.346742331288326,35.88567857142855,17.437000000000005,46.125499999999995,11.0134,0,14.07525,11.379999999999999,36.27275,25.583481481481478,48.91722222222222,6.805749999999999,33.07454054054056,0,18.285615384615383,109.37016666666666,0,122.55312500000002,17.0445,17.66903333333333,35.454499999999996,80.03252000000003,80.8775,15.708777777777776,49.813267857142876 
400,0,55.06507142857142,40.464999999999996,0,38.096,0,0,0,0,42.91875,25.3945,0,7.45,38.67166666666667,0,0,0,0,119.5265,0,19.644500000000004,0,74.977,0,0,56.3454 
410,0,63.9485,37.564,0,0,0,0,0,0,0,0,0,0,35.102,0,0,0,0,0,0,0,0,0,0,0,55.614 
420,0,39.336,0,0,0,0,0,0,0,39.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
430,199.49752105263167,81.76335230741581,0,74.70713924050635,273.5947857142857,45.246815999999974,20.43038013698631,49.03625,64.47098333333334,171.22042105263156,89.21091783707875,124.3624382022472,16.621826819407016,130.0175,63.89628500000003,81.07273333333337,201.95132258064507,49.51136660929425,158.22888157248175,78.49044086021503,85.94546874999999,165.69587292817678,284.1156887417216,281.182779310345,80.16566071428574,0 
440,1177.378799465241,1062.5243782745931,2416.0596250000003,1024.4331863013695,2347.124034482759,444.009775735294,257.49205882352965,714.415224242424,827.1985403225806,2174.1376901408466,1585.149028336639,817.6484633569742,249.29430383236826,1603.6765555555558,1078.8770700280104,1078.4268737864088,1102.8370502793293,1094.7637440180622,742.0235077540121,1169.547258139533,1180.051290322581,2359.313449248123,3230.011763688757,3425.1233684210524,900.6704314214469,1649.0219090909088 
450,1348.1302941176466,1590.2691899269942,1214.28655357143,830.8509951807237,2128.0858241469805,356.9381058495824,326.99143636363635,573.1761889168771,786.189080939948,2104.3188437935837,1573.2436111757913,664.6587003205127,264.27077496038015,1526.9337990867573,3786.942,861.3949417613628,866.2474096385546,3636.6530000000002,734.0577610486896,1028.8225820783127,1098.3771187050359,2344.339247554552,3656.204734707898,4215.583054980088,745.2479999999994,1894.4784890510953 
460,1286.1295,489.4973222222236,213.27042829827894,242.061823956443,607.4853811320758,129.37379411764707,0,111.58392352941166,260.5372424242424,498.65438490566055,320.37193707483004,259.29009999999977,47.280097656250035,312.5217341176475,0,205.3712156196942,327.1912480620154,0,200.06193002915447,397.4924606060607,181.89744313725532,734.9053333333329,897.8015278969953,2248.2985839999983,198.60407522123913,308.7374257028119 
470,0,50.9175082212257,34.66725742574258,16.905428571428576,45.373272727272735,9.912333333333335,0,10.68775,21.048,35.41922972972971,24.04970270270271,86.75878571428571,7.204764705882352,32.40386764705883,0,15.603026315789476,113.70725,0,124.4278611111111,0,21.214080745341622,0,76.70432478632479,0,14.557400000000001,47.698163265306114 
480,0,51.71201923076923,40.80800000000001,0,0,0,0,0,0,37.40925,23.859,0,0,39.344125,0,0,0,0,121.697,0,21.40155555555556,0,73.42399999999999,0,0,54.37335714285714 
490,0,19.8995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.061999999999998,0,0,0,0,0 
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
